D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_28_361.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_28_361.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_28_361.jpg, -0.1519114, 1, 0, 3.406076
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_28_463.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_28_463.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_28_463.jpg, -0.4561243, 1, 0, 4.551898
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_28_571.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_28_571.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_28_571.jpg, -0.7824824, 1, 0, 5.641431
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_28_680.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_28_680.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_28_680.jpg, -0.8860061, 1, 0, 6.904101
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_28_781.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_28_781.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_28_781.jpg, -0.5845907, 1, 0, 8.058664
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_28_889.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_28_889.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_28_889.jpg, -0.2618202, 1, 0, 9.198837
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_28_992.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_28_992.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_28_992.jpg, 0, 1, 0, 10.29832
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_094.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_094.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_094.jpg, 0, 1, 0, 11.3994
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_205.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_205.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_205.jpg, 0, 1, 0, 12.6936
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_313.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_313.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_313.jpg, 0, 1, 0, 13.84575
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_416.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_416.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_416.jpg, 0, 1, 0, 14.77249
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_520.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_520.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_520.jpg, -0.1317772, 1, 0, 16.08728
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_628.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_628.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_628.jpg, -0.4551446, 1, 0, 17.08202
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_735.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_735.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_735.jpg, -0.7345342, 1, 0, 17.86406
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_899.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_899.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_899.jpg, -0.2959841, 1, 0, 19.55974
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_29_997.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_29_997.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_29_997.jpg, -0.03307452, 1, 0, 20.53886
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_098.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_098.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_098.jpg, 0, 1, 0, 21.57319
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_200.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_200.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_200.jpg, 0, 1, 0, 22.75191
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_304.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_304.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_304.jpg, 0, 1, 0, 23.71921
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_408.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_408.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_408.jpg, 0, 1, 0, 24.69256
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_509.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_509.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_509.jpg, -0.0979237, 1, 0, 25.64935
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_615.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_615.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_615.jpg, -0.3856037, 1, 0, 26.48189
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_718.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_718.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_718.jpg, -0.1513637, 1, 0, 27.41996
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_822.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_822.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_822.jpg, 0, 1, 0, 28.52808
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_30_928.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_30_928.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_30_928.jpg, 0, 1, 0, 29.4485
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_034.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_034.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_034.jpg, 0, 1, 0, 30.19221
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_136.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_136.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_136.jpg, -0.3091483, 1, 0, 30.17329
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_238.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_238.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_238.jpg, -0.6204185, 1, 0, 30.13465
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_341.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_341.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_341.jpg, -0.3391594, 1, 0, 30.19128
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_444.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_444.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_444.jpg, -0.03268927, 1, 0, 30.18938
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_550.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_550.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_550.jpg, 0, 1, 0, 30.18826
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_660.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_660.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_660.jpg, 0, 1, 0, 30.18929
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_771.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_771.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_771.jpg, 0, 1, 0, 30.18987
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_878.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_878.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_878.jpg, 0, 1, 0, 30.18969
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_31_985.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_31_985.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_31_985.jpg, 0, 1, 0, 30.19045
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_088.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_088.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_088.jpg, 0, 1, 0, 30.19016
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_197.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_197.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_197.jpg, 0, 1, 0, 30.19011
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_305.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_305.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_305.jpg, 0, 1, 0, 30.19014
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_412.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_412.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_412.jpg, 0, 1, 0, 30.19013
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_516.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_516.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_516.jpg, 0, 1, 0, 30.19073
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_623.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_623.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_623.jpg, -0.3181821, 1, 0, 30.17216
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_724.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_724.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_724.jpg, -0.6239077, 1, 0, 30.13237
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_832.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_832.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_832.jpg, -0.3313994, 1, 0, 30.18955
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_32_941.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_32_941.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_32_941.jpg, 0, 1, 0, 30.18727
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_048.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_048.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_048.jpg, 0, 1, 0, 30.18937
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_156.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_156.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_156.jpg, 0, 1, 0, 30.18968
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_258.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_258.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_258.jpg, 0, 1, 0, 30.18647
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_367.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_367.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_367.jpg, 0.3266806, 1, 0, 30.16831
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_468.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_468.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_468.jpg, 0.6276062, 1, 0, 30.12278
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_587.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_587.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_587.jpg, 0.9853674, 1, 0, 30.0937
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_694.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_694.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_694.jpg, 0.6958818, 1, 0, 30.17348
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_800.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_800.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_800.jpg, 0, 1, 0, 30.18183
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_33_903.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_33_903.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_33_903.jpg, -0.3065932, 1, 0, 30.14176
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_008.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_008.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_008.jpg, -0.6233797, 1, 0, 30.11217
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_113.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_113.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_113.jpg, -0.9085354, 1, 0, 30.07787
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_222.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_222.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_222.jpg, -1, 1, 0, 30.08309
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_326.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_326.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_326.jpg, -1, 1, 0, 30.10966
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_428.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_428.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_428.jpg, -0.6942647, 0.9656148, 0, 30.19186
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_536.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_536.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_536.jpg, -0.3994327, 1, 0, 30.20732
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_648.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_648.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_648.jpg, -0.03496006, 1, 0, 30.18903
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_752.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_752.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_752.jpg, 0, 1, 0, 30.18988
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_856.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_856.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_856.jpg, 0, 1, 0, 30.19241
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_34_968.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_34_968.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_34_968.jpg, 0, 1, 0, 30.19037
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_071.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_071.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_071.jpg, 0, 1, 0, 30.19308
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_178.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_178.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_178.jpg, 0, 1, 0, 30.19013
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_287.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_287.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_287.jpg, 0, 1, 0, 30.19084
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_397.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_397.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_397.jpg, 0, 1, 0, 30.19032
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_504.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_504.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_504.jpg, 0, 1, 0, 30.19028
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_604.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_604.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_604.jpg, 0, 1, 0, 30.19031
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_710.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_710.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_710.jpg, 0, 1, 0, 30.19031
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_815.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_815.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_815.jpg, 0, 1, 0, 30.19028
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_35_916.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_35_916.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_35_916.jpg, 0, 1, 0, 30.19029
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_021.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_021.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_021.jpg, 0, 1, 0, 30.19031
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_125.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_125.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_125.jpg, -0.30944, 1, 0, 30.17182
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_234.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_234.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_234.jpg, -0.00993233, 1, 0, 30.18998
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_337.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_337.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_337.jpg, 0, 1, 0, 30.19011
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_440.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_440.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_440.jpg, 0, 1, 0, 30.19029
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_546.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_546.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_546.jpg, 0, 1, 0, 30.1903
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_656.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_656.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_656.jpg, 0, 1, 0, 30.19029
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_759.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_759.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_759.jpg, 0, 1, 0, 30.19032
D:\Self Drving Car\DataTrain\IMG\center_2019_04_07_18_39_36_879.jpg, D:\Self Drving Car\DataTrain\IMG\left_2019_04_07_18_39_36_879.jpg, D:\Self Drving Car\DataTrain\IMG\right_2019_04_07_18_39_36_879.jpg, -0.1397292, 1, 0, 30.1838
